Location,Variant,LocID,VarID,Time,MidPeriod,PopMale,PopFemale,PopTotal,PopDensity
United States of America,Medium,840,2,1980,1980.5,112521.78199999999,116954.57800000001,229476.36,25.086
United States of America,Medium,840,2,1981,1981.5,113568.715,118067.35,231636.065,25.323
United States of America,Medium,840,2,1982,1982.5,114652.95199999999,119168.899,233821.85100000002,25.561999999999998
United States of America,Medium,840,2,1983,1983.5,115760.64,120269.59599999999,236030.236,25.803
United States of America,Medium,840,2,1984,1984.5,116871.96800000001,121384.881,238256.849,26.046
United States of America,Medium,840,2,1985,1985.5,117974.009,122525.81300000001,240499.822,26.291999999999998
United States of America,Medium,840,2,1986,1986.5,119063.541,123699.59599999999,242763.137,26.539
United States of America,Medium,840,2,1987,1987.5,120149.52,124903.26,245052.78,26.789
United States of America,Medium,840,2,1988,1988.5,121246.288,126125.97,247372.258,27.043000000000003
United States of America,Medium,840,2,1989,1989.5,122374.171,127351.638,249725.80899999998,27.3
United States of America,Medium,840,2,1990,1990.5,123549.353,128570.95599999999,252120.30899999998,27.561999999999998
United States of America,Medium,840,2,1991,1991.5,124767.793,129771.57800000001,254539.371,27.826
United States of America,Medium,840,2,1992,1992.5,126028.071,130962.537,256990.608,28.094
United States of America,Medium,840,2,1993,1993.5,127351.15699999999,132180.973,259532.13,28.372
United States of America,Medium,840,2,1994,1994.5,128763.429,133477.775,262241.20399999997,28.668000000000003
United States of America,Medium,840,2,1995,1995.5,130278.69900000001,134885.042,265163.74100000004,28.988000000000003
United States of America,Medium,840,2,1996,1996.5,131912.038,136422.97,268335.00800000003,29.335
United States of America,Medium,840,2,1997,1997.5,133644.783,138068.851,271713.63399999996,29.704
United States of America,Medium,840,2,1998,1998.5,135415.666,139759.643,275175.309,30.081999999999997
United States of America,Medium,840,2,1999,1999.5,137140.99599999998,141407.152,278548.148,30.451
United States of America,Medium,840,2,2000,2000.5,138761.58800000002,142949.326,281710.914,30.796999999999997
United States of America,Medium,840,2,2001,2001.5,140249.955,144358.03699999998,284607.99199999997,31.113000000000003
United States of America,Medium,840,2,2002,2002.5,141624.546,145654.766,287279.312,31.406
United States of America,Medium,840,2,2003,2003.5,142928.38199999998,146887.185,289815.567,31.683000000000003
United States of America,Medium,840,2,2004,2004.5,144227.34900000002,148127.314,292354.663,31.96
United States of America,Medium,840,2,2005,2005.5,145568.081,149425.428,294993.50899999996,32.249
United States of America,Medium,840,2,2006,2006.5,146962.229,150796.74800000002,297758.977,32.551
United States of America,Medium,840,2,2007,2007.5,148389.984,152218.441,300608.425,32.863
United States of America,Medium,840,2,2008,2008.5,149828.894,153657.128,303486.022,33.177
United States of America,Medium,840,2,2009,2009.5,151244.42,155063.145,306307.565,33.486
United States of America,Medium,840,2,2010,2010.5,152610.91,156400.559,309011.469,33.781
United States of America,Medium,840,2,2011,2011.5,153923.75699999998,157660.294,311584.05100000004,34.063
United States of America,Medium,840,2,2012,2012.5,155189.795,158854.09,314043.885,34.330999999999996
United States of America,Medium,840,2,2013,2013.5,156408.505,159992.034,316400.539,34.589
United States of America,Medium,840,2,2014,2014.5,157581.861,161091.561,318673.422,34.838
United States of America,Medium,840,2,2015,2015.5,158712.12099999998,162166.191,320878.312,35.079
United States of America,Medium,840,2,2016,2016.5,159798.231,163217.761,323015.99199999997,35.312
United States of America,Medium,840,2,2017,2017.5,160840.943,164243.815,325084.75800000003,35.538000000000004
United States of America,Medium,840,2,2018,2018.5,161847.18300000002,165249.08,327096.26300000004,35.758
United States of America,Medium,840,2,2019,2019.5,162826.299,166238.61800000002,329064.917,35.974000000000004
United States of America,Medium,840,2,2020,2020.5,163786.016,167216.631,331002.647,36.185
United States of America,Medium,840,2,2021,2021.5,164729.43099999998,168185.643,332915.07399999996,36.394
United States of America,Medium,840,2,2022,2022.5,165658.009,169147.259,334805.268,36.601
United States of America,Medium,840,2,2023,2023.5,166575.859,170103.372,336679.231,36.806
United States of America,Medium,840,2,2024,2024.5,167487.134,171055.428,338542.56200000003,37.01
United States of America,Medium,840,2,2025,2025.5,168395.211,172004.393,340399.604,37.213
United States of America,Medium,840,2,2026,2026.5,169301.417,172950.55800000002,342251.975,37.415
United States of America,Medium,840,2,2027,2027.5,170206.89899999998,173893.8,344100.69899999996,37.617
United States of America,Medium,840,2,2028,2028.5,171114.152,174833.695,345947.847,37.819
United States of America,Medium,840,2,2029,2029.5,172025.652,175769.389,347795.041,38.021
United States of America,Medium,840,2,2030,2030.5,172942.431,176699.445,349641.876,38.223
United States of America,Medium,840,2,2031,2031.5,173866.197,177623.98100000003,351490.17799999996,38.425
United States of America,Medium,840,2,2032,2032.5,174794.664,178540.788,353335.45200000005,38.626999999999995
United States of America,Medium,840,2,2033,2033.5,175719.72600000002,179443.194,355162.92,38.827
United States of America,Medium,840,2,2034,2034.5,176630.367,180322.605,356952.972,39.022
United States of America,Medium,840,2,2035,2035.5,177518.371,181172.62600000002,358690.99700000003,39.211999999999996
United States of America,Medium,840,2,2036,2036.5,178380.987,181990.87300000002,360371.86,39.396
United States of America,Medium,840,2,2037,2037.5,179219.545,182778.075,361997.62,39.574
United States of America,Medium,840,2,2038,2038.5,180035.11,183534.887,363569.99700000003,39.746
United States of America,Medium,840,2,2039,2039.5,180830.299,184263.237,365093.536,39.912
United States of America,Medium,840,2,2040,2040.5,181607.268,184964.88199999998,366572.15,40.074
United States of America,Medium,840,2,2041,2041.5,182366.18600000002,185640.23899999997,368006.425,40.231
United States of America,Medium,840,2,2042,2042.5,183106.822,186289.733,369396.555,40.383
United States of America,Medium,840,2,2043,2043.5,183830.78,186915.525,370746.305,40.53
United States of America,Medium,840,2,2044,2044.5,184540.09,187520.30399999997,372060.394,40.674
United States of America,Medium,840,2,2045,2045.5,185236.65,188106.707,373343.357,40.814
United States of America,Medium,840,2,2046,2046.5,185921.665,188676.40300000002,374598.06799999997,40.951
United States of America,Medium,840,2,2047,2047.5,186596.355,189231.27899999998,375827.63399999996,41.086000000000006
United States of America,Medium,840,2,2048,2048.5,187262.735,189774.509,377037.244,41.218
United States of America,Medium,840,2,2049,2049.5,187923.02899999998,190309.65,378232.679,41.349
United States of America,Medium,840,2,2050,2050.5,188579.208,190839.889,379419.097,41.478
United States of America,Medium,840,2,2051,2051.5,189232.345,191367.08399999997,380599.429,41.607
United States of America,Medium,840,2,2052,2052.5,189883.539,191892.91100000002,381776.45,41.736000000000004
United States of America,Medium,840,2,2053,2053.5,190534.84399999998,192420.046,382954.89,41.865
United States of America,Medium,840,2,2054,2054.5,191188.474,192951.26899999997,384139.74299999996,41.994
United States of America,Medium,840,2,2055,2055.5,191846.063,193488.79,385334.85299999994,42.125
United States of America,Medium,840,2,2056,2056.5,192508.44600000003,194033.858,386542.304,42.257
United States of America,Medium,840,2,2057,2057.5,193175.556,194587.00199999998,387762.55799999996,42.39
United States of America,Medium,840,2,2058,2058.5,193846.889,195148.59399999998,388995.48299999995,42.525
United States of America,Medium,840,2,2059,2059.5,194521.41100000002,195718.60100000002,390240.01200000005,42.661
United States of America,Medium,840,2,2060,2060.5,195198.145,196296.747,391494.89200000005,42.798
United States of America,Medium,840,2,2061,2061.5,195876.59,196883.051,392759.641,42.937
United States of America,Medium,840,2,2062,2062.5,196556.23,197476.97100000002,394033.201,43.076
United States of America,Medium,840,2,2063,2063.5,197235.919,198076.891,395312.81,43.216
United States of America,Medium,840,2,2064,2064.5,197914.288,198680.62,396594.908,43.356
United States of America,Medium,840,2,2065,2065.5,198589.917,199286.177,397876.094,43.496
United States of America,Medium,840,2,2066,2066.5,199262.08899999998,199892.635,399154.724,43.636
United States of America,Medium,840,2,2067,2067.5,199929.62300000002,200499.0,400428.62299999996,43.775
United States of America,Medium,840,2,2068,2068.5,200590.16,201103.092,401693.25200000004,43.913000000000004
United States of America,Medium,840,2,2069,2069.5,201240.872,201702.39800000002,402943.27,44.05
United States of America,Medium,840,2,2070,2070.5,201879.543,202294.861,404174.404,44.185
United States of America,Medium,840,2,2071,2071.5,202505.163,202879.40899999999,405384.57200000004,44.317
United States of America,Medium,840,2,2072,2072.5,203117.401,203455.438,406572.839,44.446999999999996
United States of America,Medium,840,2,2073,2073.5,203715.712,204021.944,407737.656,44.574
United States of America,Medium,840,2,2074,2074.5,204299.793,204578.014,408877.80700000003,44.699
United States of America,Medium,840,2,2075,2075.5,204869.565,205123.073,409992.638,44.821000000000005
United States of America,Medium,840,2,2076,2076.5,205424.918,205656.583,411081.501,44.94
United States of America,Medium,840,2,2077,2077.5,205966.046,206178.59699999998,412144.643,45.056000000000004
United States of America,Medium,840,2,2078,2078.5,206493.603,206689.938,413183.541,45.169
United States of America,Medium,840,2,2079,2079.5,207008.556,207191.865,414200.42100000003,45.281000000000006
United States of America,Medium,840,2,2080,2080.5,207511.92899999997,207685.46899999998,415197.398,45.39
United States of America,Medium,840,2,2081,2081.5,208004.333,208171.37,416175.703,45.497
United States of America,Medium,840,2,2082,2082.5,208486.67,208649.857,417136.527,45.602
United States of America,Medium,840,2,2083,2083.5,208960.672,209121.41,418082.08200000005,45.705
United States of America,Medium,840,2,2084,2084.5,209428.38600000003,209586.514,419014.9,45.806999999999995
United States of America,Medium,840,2,2085,2085.5,209891.65399999998,210045.78399999999,419937.43799999997,45.908
United States of America,Medium,840,2,2086,2086.5,210351.40600000002,210499.734,420851.14,46.008
United States of America,Medium,840,2,2087,2087.5,210808.532,210949.358,421757.89,46.107
United States of America,Medium,840,2,2088,2088.5,211264.603,211396.30899999998,422660.912,46.205
United States of America,Medium,840,2,2089,2089.5,211721.343,211842.59100000001,423563.934,46.303999999999995
United States of America,Medium,840,2,2090,2090.5,212180.09,212289.832,424469.922,46.403
United States of America,Medium,840,2,2091,2091.5,212641.671,212739.046,425380.717,46.503
United States of America,Medium,840,2,2092,2092.5,213106.46600000001,213190.72600000002,426297.19200000004,46.603
United States of America,Medium,840,2,2093,2093.5,213574.50699999998,213645.047,427219.554,46.70399999999999
United States of America,Medium,840,2,2094,2094.5,214045.658,214102.053,428147.711,46.805
United States of America,Medium,840,2,2095,2095.5,214519.734,214561.93,429081.664,46.907
United States of America,Medium,840,2,2096,2096.5,214996.568,215025.012,430021.58,47.01
United States of America,Medium,840,2,2097,2097.5,215476.046,215491.866,430967.912,47.114
United States of America,Medium,840,2,2098,2098.5,215958.082,215963.3,431921.38200000004,47.218
United States of America,Medium,840,2,2099,2099.5,216442.63199999998,216440.331,432882.963,47.323
United States of America,Medium,840,2,2100,2100.5,216929.693,216924.198,433853.891,47.428999999999995
